Event;Time;Job 1;Job 2;Stop time;Status;Queue length;Queue;MoE1;MoE2
Start;0;0;0.2;501;0;0;nil;1;0
J1;0;1.18;0.2;2.48;1;0;nil;1;0
J1;0.2;1.18;0.45;2.48;1;1;J2;0;1
J1;0.45;1.18;0.55;2.48;1;2;J2, J2;0;2
J1;0.55;1.18;0.6;2.48;1;3;J2, J2, J2;0;3
J1;0.6;1.18;0.64;2.48;1;4;J2, J2, J2, J2;0;4
J1;0.64;1.18;1.14;2.48;1;5;J2, J2, J2, J2, J2;0;5
J1;1.14;1.18;1.47;2.48;1;6;J2, J2, J2, J2, J2, J2;0;6
J1;1.18;1.2;1.47;2.48;1;7;J2, J2, J2, J2, J2, J2, J1;0;7
J1;1.2;1.47;1.47;2.48;1;8;J2, J2, J2, J2, J2, J2, J1, J1;0;8
J1;1.47;2.08;1.47;2.48;1;9;J2, J2, J2, J2, J2, J2, J1, J1, J1;0;9
J1;1.47;2.08;1.67;2.48;1;10;J2, J2, J2, J2, J2, J2, J1, J1, J1, J2;0;10
J1;1.67;2.08;1.68;2.48;1;11;J2, J2, J2, J2, J2, J2, J1, J1, J1, J2, ...;0;11
J1;1.68;2.08;1.77;2.48;1;12;J2, J2, J2, J2, J2, J2, J1, J1, J1, J2, ...;0;12
J1;1.77;2.08;1.87;2.48;1;13;J2, J2, J2, J2, J2, J2, J1, J1, J1, J2, ...;0;13
J1;1.87;2.08;1.88;2.48;1;14;J2, J2, J2, J2, J2, J2, J1, J1, J1, J2, ...;0;14
J1;1.88;2.08;2.38;2.48;1;15;J2, J2, J2, J2, J2, J2, J1, J1, J1, J2, ...;0;15
J1;2.08;2.53;2.38;2.48;1;16;J2, J2, J2, J2, J2, J2, J1, J1, J1, J2, ...;0;16
J1;2.38;2.53;2.64;2.48;1;17;J2, J2, J2, J2, J2, J2, J1, J1, J1, J2, ...;0;17
J2;2.48;2.53;2.64;4.76;1;16;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;17
J2;2.53;2.97;2.64;4.76;1;17;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;17
J2;2.64;2.97;2.66;4.76;1;18;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;18
J2;2.66;2.97;2.84;4.76;1;19;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;19
J2;2.84;2.97;3;4.76;1;20;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;20
J2;2.97;3.36;3;4.76;1;21;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;21
J2;3;3.36;3.23;4.76;1;22;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;22
J2;3.23;3.36;3.55;4.76;1;23;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;23
J2;3.36;4.18;3.55;4.76;1;24;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;24
J2;3.55;4.18;3.84;4.76;1;25;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;25
J2;3.84;4.18;4.01;4.76;1;26;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;26
J2;4.01;4.18;4.9;4.76;1;27;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;27
J2;4.18;4.22;4.9;4.76;1;28;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;28
J2;4.22;6.09;4.9;4.76;1;29;J2, J2, J2, J2, J2, J1, J1, J1, J2, J2, ...;0;29
J2;4.76;6.09;4.9;7.01;1;28;J2, J2, J2, J2, J1, J1, J1, J2, J2, J2, ...;0;29
J2;4.9;6.09;4.92;7.01;1;29;J2, J2, J2, J2, J1, J1, J1, J2, J2, J2, ...;0;29
J2;4.92;6.09;5;7.01;1;30;J2, J2, J2, J2, J1, J1, J1, J2, J2, J2, ...;0;30
J2;5;6.09;5.29;7.01;1;31;J2, J2, J2, J2, J1, J1, J1, J2, J2, J2, ...;0;31
J2;5.29;6.09;5.62;7.01;1;32;J2, J2, J2, J2, J1, J1, J1, J2, J2, J2, ...;0;32
J2;5.62;6.09;5.64;7.01;1;33;J2, J2, J2, J2, J1, J1, J1, J2, J2, J2, ...;0;33
J2;5.64;6.09;5.99;7.01;1;34;J2, J2, J2, J2, J1, J1, J1, J2, J2, J2, ...;0;34
J2;5.99;6.09;6.07;7.01;1;35;J2, J2, J2, J2, J1, J1, J1, J2, J2, J2, ...;0;35
J2;6.07;6.09;6.21;7.01;1;36;J2, J2, J2, J2, J1, J1, J1, J2, J2, J2, ...;0;36
J2;6.09;6.85;6.21;7.01;1;37;J2, J2, J2, J2, J1, J1, J1, J2, J2, J2, ...;0;37
J2;6.21;6.85;6.71;7.01;1;38;J2, J2, J2, J2, J1, J1, J1, J2, J2, J2, ...;0;38
J2;6.71;6.85;7.07;7.01;1;39;J2, J2, J2, J2, J1, J1, J1, J2, J2, J2, ...;0;39
J2;6.85;7.01;7.07;7.01;1;40;J2, J2, J2, J2, J1, J1, J1, J2, J2, J2, ...;0;40
J2;7.01;7.01;7.07;9.55;1;39;J2, J2, J2, J1, J1, J1, J2, J2, J2, J2, ...;0;40
