Event;Time;Job 1;Job 2;Stop time;Status;Queue length;Queue;MoE1;MoE2
Start;0;0;0.19;501;0;0;nil;1;0
J1;0;0.42;0.19;1.72;1;0;nil;1;0
J1;0.19;0.42;0.25;1.72;1;1;J2;0;1
J1;0.25;0.42;0.88;1.72;1;2;J2, J2;0;2
J1;0.42;0.72;0.88;1.72;1;3;J2, J2, J1;0;3
J1;0.72;1.97;0.88;1.72;1;4;J2, J2, J1, J1;0;4
J1;0.88;1.97;1.12;1.72;1;5;J2, J2, J1, J1, J2;0;5
J1;1.12;1.97;1.16;1.72;1;6;J2, J2, J1, J1, J2, J2;0;6
J1;1.16;1.97;1.66;1.72;1;7;J2, J2, J1, J1, J2, J2, J2;0;7
J1;1.66;1.97;2.02;1.72;1;8;J2, J2, J1, J1, J2, J2, J2, J2;0;8
J2;1.72;1.97;2.02;4.28;1;7;J2, J1, J1, J2, J2, J2, J2;0;8
J2;1.97;2.11;2.02;4.28;1;8;J2, J1, J1, J2, J2, J2, J2, J1;0;8
J2;2.02;2.11;2.02;4.28;1;9;J2, J1, J1, J2, J2, J2, J2, J1, J2;0;9
J2;2.02;2.11;2.36;4.28;1;10;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2;0;10
J2;2.11;2.55;2.36;4.28;1;11;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;11
J2;2.36;2.55;2.52;4.28;1;12;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;12
J2;2.52;2.55;2.54;4.28;1;13;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;13
J2;2.54;2.55;2.62;4.28;1;14;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;14
J2;2.55;3.9;2.62;4.28;1;15;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;15
J2;2.62;3.9;2.71;4.28;1;16;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;16
J2;2.71;3.9;3;4.28;1;17;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;17
J2;3;3.9;3.13;4.28;1;18;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;18
J2;3.13;3.9;3.27;4.28;1;19;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;19
J2;3.27;3.9;3.49;4.28;1;20;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;20
J2;3.49;3.9;3.63;4.28;1;21;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;21
J2;3.63;3.9;3.73;4.28;1;22;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;22
J2;3.73;3.9;4.04;4.28;1;23;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;23
J2;3.9;4.41;4.04;4.28;1;24;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;24
J2;4.04;4.41;4.04;4.28;1;25;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;25
J2;4.04;4.41;4.06;4.28;1;26;J2, J1, J1, J2, J2, J2, J2, J1, J2, J2, ...;0;26
