Event;Time;Job 1;Job 2;Stop time;Status;Queue length;Queue;MoE1;MoE2
Start;0;0;0.52;501;0;0;nil;1;0
J1;0;0.31;0.52;2.81;1;0;nil;1;0
J1;0.31;2.44;0.52;2.81;1;1;J1;0;1
J1;0.52;2.44;0.85;2.81;1;2;J1, J2;0;2
J1;0.85;2.44;1.04;2.81;1;3;J1, J2, J2;0;3
J1;1.04;2.44;1.5;2.81;1;4;J1, J2, J2, J2;0;4
J1;1.5;2.44;2.89;2.81;1;5;J1, J2, J2, J2, J2;0;5
J1;2.44;2.55;2.89;2.81;1;6;J1, J2, J2, J2, J2, J1;0;6
J1;2.55;3.88;2.89;2.81;1;7;J1, J2, J2, J2, J2, J1, J1;0;7
J1;2.81;3.88;2.89;4.71;1;6;J2, J2, J2, J2, J1, J1;0;7
J1;2.89;3.88;2.89;4.71;1;7;J2, J2, J2, J2, J1, J1, J2;0;7
J1;2.89;3.88;2.93;4.71;1;8;J2, J2, J2, J2, J1, J1, J2, J2;0;8
J1;2.93;3.88;3.04;4.71;1;9;J2, J2, J2, J2, J1, J1, J2, J2, J2;0;9
J1;3.04;3.88;3.28;4.71;1;10;J2, J2, J2, J2, J1, J1, J2, J2, J2, J2;0;10
J1;3.28;3.88;3.4;4.71;1;11;J2, J2, J2, J2, J1, J1, J2, J2, J2, J2, ...;0;11
J1;3.4;3.88;3.41;4.71;1;12;J2, J2, J2, J2, J1, J1, J2, J2, J2, J2, ...;0;12
J1;3.41;3.88;3.53;4.71;1;13;J2, J2, J2, J2, J1, J1, J2, J2, J2, J2, ...;0;13
J1;3.53;3.88;3.63;4.71;1;14;J2, J2, J2, J2, J1, J1, J2, J2, J2, J2, ...;0;14
J1;3.63;3.88;4.39;4.71;1;15;J2, J2, J2, J2, J1, J1, J2, J2, J2, J2, ...;0;15
J1;3.88;5.2;4.39;4.71;1;16;J2, J2, J2, J2, J1, J1, J2, J2, J2, J2, ...;0;16
J1;4.39;5.2;4.78;4.71;1;17;J2, J2, J2, J2, J1, J1, J2, J2, J2, J2, ...;0;17
J2;4.71;5.2;4.78;7.44;1;16;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;17
J2;4.78;5.2;5;7.44;1;17;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;17
J2;5;5.2;5.43;7.44;1;18;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;18
J2;5.2;5.27;5.43;7.44;1;19;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;19
J2;5.27;5.78;5.43;7.44;1;20;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;20
J2;5.43;5.78;5.5;7.44;1;21;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;21
J2;5.5;5.78;5.54;7.44;1;22;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;22
J2;5.54;5.78;5.71;7.44;1;23;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;23
J2;5.71;5.78;5.77;7.44;1;24;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;24
J2;5.77;5.78;5.92;7.44;1;25;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;25
J2;5.78;5.8;5.92;7.44;1;26;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;26
J2;5.8;6.23;5.92;7.44;1;27;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;27
J2;5.92;6.23;5.94;7.44;1;28;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;28
J2;5.94;6.23;6.07;7.44;1;29;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;29
J2;6.07;6.23;6.44;7.44;1;30;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;30
J2;6.23;7.28;6.44;7.44;1;31;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;31
J2;6.44;7.28;6.54;7.44;1;32;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;32
J2;6.54;7.28;6.69;7.44;1;33;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;33
J2;6.69;7.28;7.15;7.44;1;34;J2, J2, J2, J1, J1, J2, J2, J2, J2, J2, ...;0;34
